Account Number,Account Name,sku,category,quantity,unit price,ext price,date
507817,O'Conner-Abbott,QS-76400,Sweater,9,73.11,657.99,2014-08-04T07:51:39.000000
751878,Wolf-O'Conner,GS-95639,Socks,2,100.0,200.0,2014-08-11T04:32:13.000000
892834,"Bode, Greenholt and Lang",ZC-07383,Sweater,5,70.17,350.85,2014-04-18T00:25:55.000000
667990,Cassin LLC,FT-50146,Sweater,14,87.12,1219.68,2014-09-11T21:36:48.000000
373609,"Fadel, Considine and Gibson",LK-02338,Sweater,13,35.08,456.04,2014-01-03T12:09:06.000000
662360,Kshlerin-Turcotte,QS-76400,Sweater,2,76.78,153.56,2014-05-22T17:02:03.000000
675333,Schuppe-Collins,IC-59308,Socks,10,59.68,596.8,2014-02-09T07:00:00.000000
217066,Raynor LLC,LK-02338,Sweater,2,24.13,48.26,2014-03-11T20:31:28.000000
809276,"Welch, Johnston and Berge",AE-95093,Socks,12,65.61,787.32,2014-04-20T17:58:06.000000
431043,Grimes-Schmidt,ZC-07383,Sweater,16,20.47,327.52,2014-08-25T08:40:46.000000
50526,"Wehner, Gerhold and Wiza",ZC-07383,Sweater,3,19.02,57.06,2014-01-22T06:42:54.000000
767359,Hoppe-Monahan,IC-59308,Socks,11,95.57,1051.27,2014-06-09T02:39:07.000000
771001,Bechtelar-Schimmel,GS-95639,Socks,16,49.67,794.72,2014-08-09T06:09:53.000000
460436,Baumbach LLC,ZC-07383,Sweater,7,52.88,370.16,2014-07-26T06:58:04.000000
464129,Ryan PLC,FT-50146,Sweater,11,41.45,455.95,2013-12-19T20:51:53.000000
269278,Luettgen-Ritchie,LK-02338,Sweater,3,12.73,38.19,2013-12-06T17:56:22.000000
876804,"Bashirian, Dare and Kutch",IC-59308,Socks,15,14.49,217.35,2013-12-02T05:49:32.000000
830285,"Spinka, Nienow and Christiansen",QS-76400,Sweater,18,21.15,380.7,2013-11-11T10:38:15.000000
437171,"O'Kon, Braun and Corkery",QS-76400,Sweater,5,58.04,290.2,2014-09-26T00:48:56.000000
608985,"Shanahan, Leffler and Baumbach",RU-25060,Sweater,7,63.26,442.82,2014-09-25T02:36:40.000000
821542,Heaney-Hilll,IC-59308,Socks,8,66.32,530.56,2014-09-23T18:38:34.000000
335539,Price Group,IC-59308,Socks,12,12.7,152.4,2014-04-14T14:32:19.000000
370320,Hansen Inc,QS-76400,Sweater,10,65.76,657.6,2013-11-06T08:25:34.000000
280956,"McDermott, Hagenes and Hudson",GS-95639,Socks,15,26.03,390.45,2014-09-13T12:17:41.000000
355192,Krajcik PLC,ZC-07383,Sweater,16,60.27,964.32,2014-08-26T17:04:42.000000
433017,Wilkinson-Cummerata,ZC-07383,Sweater,20,39.87,797.4,2014-04-23T20:52:43.000000
664251,Wiegand and Sons,ZC-07383,Sweater,13,43.29,562.77,2013-11-10T12:27:52.000000
641140,"Reinger, Monahan and Corkery",LK-02338,Sweater,10,47.8,478.0,2013-11-14T18:21:45.000000
938316,"Swaniawski, White and Koch",LK-02338,Sweater,8,22.1,176.8,2014-01-12T06:25:52.000000
410779,"Prosacco, Bashirian and Hintz",QS-76400,Sweater,10,18.56,185.6,2014-04-07T23:42:25.000000
958584,"Gottlieb, Krajcik and Sawayn",FT-50146,Sweater,16,42.14,674.24,2014-07-22T14:39:29.000000
345623,"Friesen, Dickens and Gottlieb",FT-50146,Sweater,8,13.57,108.56,2014-07-24T14:15:18.000000
459388,"Labadie, Vandervort and Johns",FT-50146,Sweater,20,61.35,1227.0,2014-04-30T13:02:15.000000
282674,Haley Ltd,LK-02338,Sweater,12,62.58,750.96,2013-10-05T06:50:39.000000
539422,Weber and Sons,ZC-07383,Sweater,6,83.61,501.66,2014-06-05T12:30:19.000000
447783,Beatty Inc,LK-02338,Sweater,7,28.85,201.95,2014-02-15T05:37:06.000000
262918,"Beahan, Hackett and Hagenes",XX-25746,Hat,12,33.75,405.0,2014-04-30T09:27:24.000000
54152,Cummerata Ltd,QS-76400,Sweater,3,66.53,199.59,2014-08-11T13:35:45.000000
743807,White-Purdy,IC-59308,Socks,1,46.66,46.66,2013-12-17T12:39:34.000000
320340,Casper-Beahan,XX-25746,Hat,9,71.06,639.54,2013-12-04T16:24:14.000000
630644,"Kerluke, Barton and Koch",XX-25746,Hat,11,34.68,381.48,2014-02-15T08:19:30.000000
637673,Schultz-Bradtke,XX-25746,Hat,15,67.08,1006.2,2014-07-13T19:09:57.000000
473337,"Will, Hagenes and Roberts",IC-59308,Socks,20,71.39,1427.8,2014-06-01T19:00:26.000000
151300,"Upton, Runolfsson and O'Reilly",AE-95093,Socks,6,36.08,216.48,2013-10-01T17:24:40.000000
810026,"Dare, Hegmann and McGlynn",GS-95639,Socks,20,81.57,1631.4,2014-07-13T04:58:20.000000
710375,Wuckert-Gulgowski,QS-76400,Sweater,12,28.46,341.52,2014-06-24T22:14:53.000000
41711,Koepp-McLaughlin,XX-25746,Hat,12,34.56,414.72,2014-02-02T18:42:41.000000
38032,"Lemke, Kovacek and McClure",GS-95639,Socks,11,47.38,521.18,2013-10-16T03:56:26.000000
40995,"McLaughlin, McKenzie and Kulas",QS-76400,Sweater,16,93.89,1502.24,2014-09-01T12:28:07.000000
173834,"Grady, Runolfsson and Thompson",ZC-07383,Sweater,14,94.35,1320.9,2014-03-11T12:51:18.000000
668727,Schaden and Sons,AE-95093,Socks,5,53.37,266.85,2014-06-24T18:18:57.000000
134966,Weimann-Parisian,QS-76400,Sweater,1,44.67,44.67,2014-01-08T17:35:16.000000
269580,Shields-Boyer,ZC-07383,Sweater,10,93.32,933.2,2014-07-01T19:11:24.000000
284662,"Jakubowski, Stark and Glover",LK-02338,Sweater,6,21.05,126.3,2013-11-13T12:02:07.000000
911010,Bernier-Oberbrunner,RU-25060,Sweater,20,90.65,1813.0,2014-03-28T12:24:37.000000
805448,Konopelski-Adams,AE-95093,Socks,6,19.08,114.48,2014-02-04T15:24:02.000000
930909,"Hilll, Gleichner and Corwin",ZC-07383,Sweater,10,42.4,424.0,2014-04-15T06:48:45.000000
83845,Wisozk-Funk,HX-24728,Hat,6,37.84,227.04,2014-02-26T16:16:12.000000
335539,Price Group,IC-59308,Socks,14,91.42,1279.88,2014-07-28T10:44:33.000000
306938,D'Amore PLC,ZC-07383,Sweater,20,22.27,445.4,2014-07-23T02:02:40.000000
593296,"Kohler, Schaefer and Schuppe",IC-59308,Socks,18,92.2,1659.6,2013-12-16T19:55:04.000000
201942,Swaniawski Inc,XX-25746,Hat,13,32.26,419.38,2014-04-04T21:48:24.000000
195565,"Bode, Mohr and Bogan",GS-95639,Socks,14,31.34,438.76,2014-07-02T11:06:29.000000
706364,Conn-Schumm,ZC-07383,Sweater,20,59.02,1180.4,2014-06-30T23:19:15.000000
40901,"Gislason, Skiles and Auer",QS-76400,Sweater,7,20.47,143.29,2013-10-22T04:06:56.000000
727648,"Bernhard, Muller and Adams",ZC-07383,Sweater,1,69.37,69.37,2014-04-27T17:17:25.000000
451757,"Price, Parker and Funk",AE-95093,Socks,20,43.64,872.8,2013-10-31T18:13:59.000000
641140,"Reinger, Monahan and Corkery",LK-02338,Sweater,8,34.37,274.96,2014-02-21T18:33:39.000000
616611,Frami and Sons,QS-76400,Sweater,3,93.34,280.02,2014-08-02T21:30:15.000000
588759,"Muller, Simonis and Prosacco",FT-50146,Sweater,3,27.23,81.69,2014-09-01T13:59:23.000000
836156,Ruecker Ltd,QS-76400,Sweater,16,39.38,630.08,2014-02-28T16:36:06.000000
633200,"Denesik, Swift and Howell",QS-76400,Sweater,9,39.7,357.3,2013-11-11T00:39:21.000000
188221,Heidenreich-Nader,QS-76400,Sweater,14,90.33,1264.62,2013-12-22T17:49:39.000000
152173,Grimes-Welch,GS-95639,Socks,19,98.43,1870.17,2014-03-12T15:20:31.000000
711358,Wilkinson Ltd,FT-50146,Sweater,19,66.15,1256.85,2014-09-08T00:20:55.000000
949740,Feil-Koss,XX-25746,Hat,19,35.26,669.94,2013-10-27T02:38:00.000000
870007,"Gerhold, Denesik and Casper",ZC-07383,Sweater,18,41.53,747.54,2014-09-20T02:42:43.000000
345258,Heaney-Satterfield,XX-25746,Hat,20,71.54,1430.8,2014-07-22T09:21:51.000000
964344,Hamill and Sons,GS-95639,Socks,1,99.92,99.92,2013-12-28T15:38:36.000000
76895,Bartell-Boehm,ZC-07383,Sweater,7,66.62,466.34,2013-12-30T06:14:22.000000
374609,"Homenick, Roob and Beatty",GS-95639,Socks,19,29.26,555.94,2014-05-27T04:25:31.000000
152173,Grimes-Welch,AE-95093,Socks,3,48.0,144.0,2014-06-26T12:58:58.000000
83402,Boehm-Beier,IC-59308,Socks,5,59.37,296.85,2014-01-29T18:17:52.000000
406858,Sawayn-Harris,ZC-07383,Sweater,12,37.54,450.48,2014-06-29T01:11:00.000000
269626,"Nicolas, Buckridge and Rowe",AE-95093,Socks,7,14.06,98.42,2014-09-08T12:32:12.000000
482364,Armstrong-Williamson,XX-25746,Hat,19,78.73,1495.87,2014-09-08T02:19:55.000000
343481,Mills Inc,QS-76400,Sweater,3,18.34,55.02,2014-08-16T10:08:07.000000
957468,Gaylord-Hahn,QS-76400,Sweater,7,29.24,204.68,2014-08-01T19:45:15.000000
168893,"Stoltenberg, Berge and Roberts",AE-95093,Socks,8,78.29,626.32,2014-08-08T15:19:15.000000
899300,Langworth-Skiles,QS-76400,Sweater,7,57.58,403.06,2013-12-11T06:12:17.000000
801451,"Treutel, Muller and O'Kon",XX-25746,Hat,17,89.02,1513.34,2014-05-10T05:49:24.000000
423670,Schulist-Spencer,LK-02338,Sweater,3,41.4,124.2,2014-01-18T03:19:31.000000
210440,Reynolds Inc,FT-50146,Sweater,4,43.75,175.0,2013-10-20T07:01:03.000000
169658,Mitchell PLC,RU-25060,Sweater,17,64.55,1097.35,2014-08-01T08:56:36.000000
76396,Schneider-O'Reilly,LK-02338,Sweater,13,54.52,708.76,2014-09-03T20:15:17.000000
792333,Conn-McLaughlin,ZC-07383,Sweater,9,34.01,306.09,2014-07-24T02:44:52.000000
106225,Padberg-Borer,IC-59308,Socks,7,24.57,171.99,2013-11-19T09:27:56.000000
575934,"Collins, Goldner and Reichel",IC-59308,Socks,3,24.13,72.39,2014-04-08T14:08:27.000000
237796,Hermann-Hoeger,QS-76400,Sweater,3,66.96,200.88,2014-07-22T02:41:19.000000
178061,"Howe, Schneider and Herzog",LK-02338,Sweater,14,63.77,892.78,2013-11-29T05:41:41.000000
215844,Simonis-Cummings,QS-76400,Sweater,5,24.97,124.85,2014-08-15T13:32:45.000000
653523,Braun LLC,XX-25746,Hat,16,20.71,331.36,2013-10-21T21:41:46.000000
351680,"Sanford, Mitchell and Nienow",ZC-07383,Sweater,10,61.83,618.3,2014-05-16T09:33:36.000000
6782,Bechtelar-Johnston,AE-95093,Socks,12,48.24,578.88,2014-05-27T04:36:14.000000
272517,"Davis, Heaney and Johns",RU-25060,Sweater,12,27.96,335.52,2014-03-17T02:46:33.000000
608313,Maggio Inc,IC-59308,Socks,4,95.87,383.48,2014-09-18T00:27:43.000000
633249,"Willms, Osinski and Reinger",QS-76400,Sweater,15,92.01,1380.15,2013-12-07T04:56:26.000000
405492,"Langosh, Schamberger and Grimes",AE-95093,Socks,14,14.58,204.12,2014-02-12T10:35:19.000000
860172,Abshire LLC,RU-25060,Sweater,18,40.01,720.18,2013-12-25T01:45:45.000000
631062,Cormier Inc,ZC-07383,Sweater,10,17.43,174.3,2014-03-03T03:33:15.000000
277918,"Gerhold, Wisoky and Streich",GS-95639,Socks,7,90.67,634.69,2014-06-14T11:17:23.000000
575934,"Collins, Goldner and Reichel",ZC-07383,Sweater,12,63.77,765.24,2014-06-03T01:27:19.000000
112088,Schoen-Sawayn,AE-95093,Socks,18,24.72,444.96,2014-04-23T02:41:03.000000
334055,Herman Ltd,XX-25746,Hat,10,79.2,792.0,2014-04-09T09:56:44.000000
41711,Koepp-McLaughlin,AE-95093,Socks,4,31.46,125.84,2014-03-24T01:10:50.000000
556347,"O'Connell, Huel and Kunde",HX-24728,Hat,3,11.65,34.95,2014-07-15T07:40:03.000000
617015,Beatty-Dickinson,IC-59308,Socks,1,36.55,36.55,2014-07-20T19:30:11.000000
76396,Schneider-O'Reilly,GS-95639,Socks,1,55.85,55.85,2014-06-22T03:06:04.000000
582127,Mann-Schmitt,XX-25746,Hat,6,90.16,540.96,2013-11-01T20:04:24.000000
824657,"Ortiz, Rosenbaum and Keeling",QS-76400,Sweater,18,97.45,1754.1,2013-11-21T08:08:36.000000
31937,Orn-Pfannerstill,AE-95093,Socks,10,99.83,998.3,2014-09-15T01:28:31.000000
369482,"Osinski, Gutmann and Marvin",QS-76400,Sweater,8,94.69,757.52,2014-01-02T10:42:44.000000
54152,Cummerata Ltd,GS-95639,Socks,6,45.64,273.84,2013-12-22T02:07:55.000000
654796,Heaney Group,GS-95639,Socks,2,92.63,185.26,2014-03-08T19:34:49.000000
718800,Jacobs-Howell,RU-25060,Sweater,17,91.2,1550.4,2014-08-04T15:49:37.000000
237796,Hermann-Hoeger,RU-25060,Sweater,17,93.87,1595.79,2014-04-20T07:18:38.000000
642128,"Pfannerstill, Jacobs and Zemlak",IC-59308,Socks,15,44.15,662.25,2014-03-14T00:33:29.000000
625319,"Wiegand, Kemmer and Kling",XX-25746,Hat,19,77.8,1478.2,2014-07-13T08:51:33.000000
151344,Marks PLC,ZC-07383,Sweater,16,28.54,456.64,2013-12-24T01:36:55.000000
420556,Beer-Schaden,ZC-07383,Sweater,3,41.13,123.39,2014-01-13T02:50:27.000000
568065,Corkery PLC,QS-76400,Sweater,7,14.53,101.71,2013-12-30T03:27:13.000000
345258,Heaney-Satterfield,LK-02338,Sweater,16,76.03,1216.48,2014-07-13T00:28:42.000000
678977,Klocko Group,LK-02338,Sweater,7,51.09,357.63,2014-01-30T06:00:28.000000
154512,Sauer Group,ZC-07383,Sweater,10,53.88,538.8,2014-09-24T00:07:26.000000
735493,"Strosin, Nader and Zulauf",QS-76400,Sweater,8,78.09,624.72,2014-03-13T12:24:51.000000
757632,Breitenberg-Harvey,FT-50146,Sweater,5,91.96,459.8,2014-06-14T15:55:24.000000
40033,"Schamberger, Hudson and Kuhic",AE-95093,Socks,14,47.47,664.58,2014-07-15T11:18:50.000000
280369,Hoppe PLC,RU-25060,Sweater,3,91.92,275.76,2014-08-25T00:46:11.000000
486457,Balistreri-Jewess,LK-02338,Sweater,15,11.51,172.65,2014-02-17T19:35:47.000000
756387,Walsh and Sons,IC-59308,Socks,19,91.13,1731.47,2014-03-28T14:55:39.000000
89202,"Wyman, Collier and Kuhlman",QS-76400,Sweater,1,97.87,97.87,2013-12-21T20:59:12.000000
598556,Farrell-Bergnaum,FT-50146,Sweater,4,67.63,270.52,2014-04-05T15:08:42.000000
19989,"Sanford, Jakubowski and Haag",LK-02338,Sweater,12,28.55,342.6,2014-03-06T05:15:51.000000
743807,White-Purdy,QS-76400,Sweater,6,69.75,418.5,2013-11-25T03:23:38.000000
845182,"Hudson, O'Reilly and Murphy",HX-24728,Hat,15,84.4,1266.0,2013-11-02T14:10:06.000000
916492,Kohler Ltd,HX-24728,Hat,13,97.65,1269.45,2014-04-06T07:16:11.000000
995788,Feil and Sons,FT-50146,Sweater,20,66.51,1330.2,2014-06-08T01:33:20.000000
876804,"Bashirian, Dare and Kutch",QS-76400,Sweater,9,67.34,606.06,2014-07-30T18:00:37.000000
991343,Brekke PLC,HX-24728,Hat,17,85.49,1453.33,2014-09-16T06:51:29.000000
947492,Ryan LLC,IC-59308,Socks,7,14.0,98.0,2014-04-03T00:49:13.000000
172655,Heidenreich-VonRueden,RU-25060,Sweater,5,32.06,160.3,2014-09-17T14:56:17.000000
846832,Baumbach Group,XX-25746,Hat,2,23.13,46.26,2013-12-13T10:39:03.000000
140793,Kulas-Olson,HX-24728,Hat,9,22.5,202.5,2013-10-30T06:48:34.000000
306938,D'Amore PLC,IC-59308,Socks,16,63.77,1020.32,2014-08-26T05:33:31.000000
671008,Tillman-Schowalter,AE-95093,Socks,11,39.14,430.54,2014-09-04T23:18:58.000000
995224,Macejkovic Inc,XX-25746,Hat,1,60.28,60.28,2014-08-22T00:32:52.000000
481960,Rodriguez-Nikolaus,AE-95093,Socks,19,46.2,877.8,2014-04-16T00:45:07.000000
928796,Ondricka-Blanda,FT-50146,Sweater,14,88.23,1235.22,2013-10-08T11:10:38.000000
799020,Heller Ltd,RU-25060,Sweater,3,91.0,273.0,2013-11-01T22:46:32.000000
480628,Daugherty-Olson,QS-76400,Sweater,1,37.16,37.16,2014-02-10T19:53:38.000000
346709,Cole Inc,HX-24728,Hat,16,55.41,886.56,2014-08-29T14:50:47.000000
290386,Kreiger-O'Connell,FT-50146,Sweater,12,81.12,973.44,2014-08-16T03:44:33.000000
829783,Hyatt-Rohan,HX-24728,Hat,7,79.9,559.3,2014-04-12T11:56:18.000000
958246,Corkery-Armstrong,IC-59308,Socks,18,59.77,1075.86,2014-04-15T02:28:19.000000
330111,Harber Ltd,HX-24728,Hat,15,81.6,1224.0,2013-11-10T12:53:45.000000
882228,Hegmann-Block,LK-02338,Sweater,2,31.52,63.04,2014-09-06T08:42:16.000000
744435,"Marvin, Schroeder and Herman",GS-95639,Socks,19,99.87,1897.53,2014-01-18T03:59:53.000000
65514,Dicki Ltd,GS-95639,Socks,3,17.84,53.52,2014-05-06T00:09:19.000000
480753,Stamm-Kuphal,QS-76400,Sweater,16,78.38,1254.08,2014-08-12T14:33:50.000000
599266,Lubowitz-Ziemann,XX-25746,Hat,11,41.59,457.49,2014-08-21T06:16:00.000000
779536,Champlin-Hodkiewicz,IC-59308,Socks,2,28.06,56.12,2014-07-19T10:30:47.000000
40120,Borer-Bernier,FT-50146,Sweater,20,44.41,888.2,2014-08-22T22:53:04.000000
893804,"Wilkinson, Spinka and Block",FT-50146,Sweater,14,54.56,763.84,2014-04-24T22:56:25.000000
605258,O'Reilly-Ullrich,RU-25060,Sweater,16,20.39,326.24,2014-08-15T15:53:03.000000
145616,"Wiza, Nolan and Johns",XX-25746,Hat,9,51.92,467.28,2014-01-28T15:44:43.000000
989350,Lang Ltd,AE-95093,Socks,9,56.88,511.92,2013-11-29T03:29:56.000000
41295,Gulgowski-Luettgen,RU-25060,Sweater,11,36.65,403.15,2013-12-05T20:13:34.000000
334055,Herman Ltd,AE-95093,Socks,15,56.57,848.55,2013-11-28T05:15:19.000000
318113,"Fritsch, Koelpin and Larkin",IC-59308,Socks,20,20.58,411.6,2013-11-21T03:13:13.000000
558485,Labadie-Zemlak,GS-95639,Socks,9,30.65,275.85,2014-09-11T11:51:54.000000
721900,"Rolfson, Lesch and Pacocha",FT-50146,Sweater,16,69.42,1110.72,2014-01-13T17:37:30.000000
271825,Dibbert Inc,ZC-07383,Sweater,11,79.42,873.62,2014-02-20T14:56:11.000000
896778,Kuvalis-Harvey,HX-24728,Hat,3,69.58,208.74,2014-06-05T14:29:25.000000
566220,Collier Group,ZC-07383,Sweater,16,49.27,788.32,2014-06-18T11:32:15.000000
315574,Schultz and Sons,RU-25060,Sweater,16,36.89,590.24,2014-07-12T15:39:23.000000
40901,"Gislason, Skiles and Auer",IC-59308,Socks,10,50.71,507.1,2014-02-06T04:42:38.000000
532928,"Wilderman, Schmeler and Ratke",LK-02338,Sweater,13,41.74,542.62,2014-07-16T04:42:11.000000
29068,Brekke and Sons,FT-50146,Sweater,2,46.48,92.96,2014-08-10T16:20:32.000000
77116,Lang-Wunsch,IC-59308,Socks,19,29.25,555.75,2013-11-20T13:32:45.000000
23749,Bogisich and Sons,IC-59308,Socks,18,54.79,986.22,2014-03-10T08:11:59.000000
172519,"Kutch, Cormier and Harber",RU-25060,Sweater,15,62.53,937.95,2014-04-11T02:50:03.000000
914594,"Roberts, Volkman and Batz",LK-02338,Sweater,11,86.4,950.4,2014-02-14T20:10:42.000000
